"Media_dias_adelanto";"Veces_adelanto";"Media_dias_tarde";"Veces_atraso";"Blanco";"Incidencia";"No_Contacto";"No_Enviara";"Enviara";"Limpio";"Baja";"Depuracion";"Inc_Definitiva";"Inc_Provisional";"NoRecogido";"Tipo_Carta";"Tipo_Email";"Tipo_Fax";"Tipo_Otros";"Tipo_Telefono";"Tipo_Web";"Tiene_Gestoria";"No_Tiene_Gestoria"
"558037771MM";12.0666666666667;15;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"559088033SS";7.0625;32;9;4;0;0;0;0;2.77777777777778;97.2222222222222;0;0;0;0;2.77777777777778;0;0;0;2.77777777777778;0;94.4444444444444;100;0
"560078318SS";13.1666666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"561057361MM";11.9411764705882;34;21.5;2;0;0;0;0;0;97.2222222222222;0;0;0;2.77777777777778;2.77777777777778;0;0;0;0;11.1111111111111;86.1111111111111;0;100
"562047632SS";12.5384615384615;26;14.5;2;0;0;0;0;0;96.4285714285714;0;0;0;3.57142857142857;3.57142857142857;0;0;0;0;0;96.4285714285714;0;100
"563078082MM";12.6764705882353;34;31.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"563088616MM";4;3;15.8181818181818;11;0;0;0;0;0;0;64.2857142857143;0;35.7142857142857;0;100;0;0;0;0;0;0;0;100
"563098219MM";0;0;37;9;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"564047293SS";19.0833333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"565026331MM";7.6;10;34.7857142857143;14;0;0;0;0;0;75;20.8333333333333;0;4.16666666666667;0;25;0;4.16666666666667;0;0;4.16666666666667;66.6666666666667;100;0
"565047635MM";2.66666666666667;3;20;1;0;0;25;0;0;75;0;0;0;0;25;0;0;0;0;0;75;100;0
"566047299MM";8.61111111111111;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;2.77777777777778;0;0;2.77777777777778;94.4444444444444;100;0
"567078695MM";7;9;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;11.1111111111111;88.8888888888889;100;0
"568047319MM";5.61538461538461;13;31.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;93.75;6.25;0;100
"568078431MM";13.45;20;13;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"569047262MM";10.5555555555556;27;38;3;0;0;0;0;0;100;0;0;0;0;0;0;60;3.33333333333333;0;36.6666666666667;0;100;0
"570098875MM";14.8333333333333;6;37;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"571026463SS";4.72727272727273;11;20.8;5;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"572068434SS";10.125;32;21.25;4;0;0;2.77777777777778;0;0;97.2222222222222;0;0;0;0;2.77777777777778;0;0;0;0;0;97.2222222222222;0;100
"572078681MM";9;4;58.5;2;0;0;0;0;0;50;0;0;50;0;50;0;0;0;0;16.6666666666667;33.3333333333333;100;0
"572098404SS";3;4;0;0;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"573078627MM";10.5;2;14.1;10;0;0;0;0;0;8.33333333333333;83.3333333333333;0;8.33333333333333;0;91.6666666666667;0;0;0;0;8.33333333333333;0;0;100
"573078679MM";11.5384615384615;13;28;3;0;0;0;0;0;100;0;0;0;0;0;6.25;0;0;0;18.75;75;0;100
"574078642MM";7.52941176470588;34;28;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"574078665MM";6.33333333333333;3;30.7692307692308;13;0;0;0;0;0;31.25;56.25;0;12.5;0;68.75;0;6.25;0;0;0;25;0;100
"575068436MM";7.58333333333333;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"575078636MM";12.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"576026413SS";17.8125;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"576078188MM";17;1;11.25;8;0;0;0;0;0;0;77.7777777777778;0;22.2222222222222;0;100;0;0;0;0;0;0;0;100
"577026433SS";15;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"577047256SS";3;1;50.6666666666667;3;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;100
"577068910MM";12.0277777777778;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"577078622MM";9.75;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"580026177SS";9.18181818181818;11;20.2;5;0;0;6.25;0;0;93.75;0;0;0;0;6.25;0;0;0;6.25;6.25;81.25;0;100
"580037468MM";0;0;24.8571428571429;7;0;0;0;0;0;0;0;0;57.1428571428571;42.8571428571429;100;0;0;0;0;0;0;0;100
"580057088MM";6.33333333333333;3;25;1;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"581057078MM";8.78125;32;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;54.5454545454545;45.4545454545455;0;100
"582057076MM";3;3;58.3333333333333;9;0;0;0;0;0;100;0;0;0;0;0;0;41.6666666666667;0;0;50;8.33333333333333;0;100
"583047207SS";13.1818181818182;22;21;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"583047224SS";10.3636363636364;33;21.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"583057083MM";9.6875;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;56.25;43.75;0;100
"583057087MM";11.7692307692308;13;25;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;7.14285714285714;92.8571428571429;100;0
"584057062MM";1.83333333333333;6;74.8333333333333;6;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;91.6666666666667;8.33333333333333;0;100
"585067249MM";9.75;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"586016519SS";16.4375;16;0;0;0;0;0;0;0;93.75;0;0;0;6.25;6.25;0;0;0;0;0;93.75;0;100
"586037480MM";7.88571428571429;35;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"586068466MM";0;1;60.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;50;50;0;100
"586088485SS";11.0952380952381;21;18.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;87.5;0;0;12.5;0;100;0
"586098703SS";12.6875;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"587057064MM";8.72727272727273;33;32.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"587057077MM";5.32258064516129;31;20.6;5;0;0;2.77777777777778;0;0;97.2222222222222;0;0;0;0;2.77777777777778;0;0;0;0;97.2222222222222;0;0;100
"587098727MM";10.9;30;33;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;6.06060606060606;93.9393939393939;100;0
"587098833MM";6.36363636363636;33;21.3333333333333;3;0;0;0;0;0;100;0;0;0;0;0;0;2.77777777777778;0;2.77777777777778;0;94.4444444444444;0;100
"588057086MM";7.02941176470588;34;36;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"588068995MM";3.87096774193548;31;25.4;5;0;0;0;0;2.77777777777778;97.2222222222222;0;0;0;0;2.77777777777778;0;0;0;0;2.77777777777778;94.4444444444444;100;0
"589006956SS";6.27272727272727;11;2;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"589026753MM";4.33333333333333;15;37.3076923076923;13;0;0;3.57142857142857;0;3.57142857142857;92.8571428571429;0;0;0;0;7.14285714285714;0;10.7142857142857;0;0;0;82.1428571428571;85.7142857142857;14.2857142857143
"589057078MM";1;1;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
"590006423MM";0;0;21.75;12;0;0;0;0;0;0;66.6666666666667;0;0;33.3333333333333;100;0;0;0;0;0;0;0;100
"590078978MM";11.4166666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"591006457MM";10.0909090909091;11;40.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;21.4285714285714;78.5714285714286;100;0
"591047343SS";7.90476190476191;21;23.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;75;25;100;0
"591047559MM";8.66666666666667;3;18;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"592006411MM";7.08823529411765;34;36;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"592026733SS";4.57142857142857;14;0;0;0;0;21.4285714285714;0;0;0;0;0;78.5714285714286;0;100;0;0;0;0;0;0;0;100
"592047044SS";13.1666666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"592067245MM";6.71428571428571;14;56;7;0;0;0;47.6190476190476;14.2857142857143;38.0952380952381;0;0;0;0;61.9047619047619;0;38.0952380952381;0;0;0;0;0;100
"592098560MM";11.75;8;0;0;0;0;0;0;0;100;0;0;0;0;0;0;25;0;0;0;75;100;0
"593006412MM";8.4;25;41.6363636363636;11;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;33.3333333333333;66.6666666666667;0;100
"593006426MM";5.33333333333333;3;29;1;0;0;0;0;0;25;0;0;0;75;75;0;0;0;0;0;25;100;0
"593037293SS";13.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;25;0;0;0;0;75;0;100
"593047098SS";18.5428571428571;35;5;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"593047099MM";10.6666666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"594047061SS";21.6666666666667;3;6;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"594088071MM";10.1764705882353;34;26;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"595006415MM";0;1;60.6666666666667;3;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"595037493SS";13.6666666666667;12;20.5;2;0;0;0;0;0;100;0;0;0;0;0;0;7.14285714285714;0;0;0;92.8571428571429;0;100
"595047522MM";3.72727272727273;22;44.1538461538462;13;0;0;5.55555555555556;0;2.77777777777778;72.2222222222222;0;0;19.4444444444444;0;27.7777777777778;0;0;0;2.77777777777778;11.1111111111111;58.3333333333333;66.6666666666667;33.3333333333333
"596006419MM";13.25;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"596006453MM";8.33333333333333;12;33;2;0;0;0;0;0;100;0;0;0;0;0;0;7.14285714285714;0;0;0;92.8571428571429;85.7142857142857;14.2857142857143
"596016813SS";19;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"596068901MM";6.66666666666667;3;35;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"596088790MM";6.97058823529412;34;16.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;8.33333333333333;91.6666666666667;100;0
"597006414MM";6.67857142857143;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;3.57142857142857;0;0;96.4285714285714;0;100;0
"598006405MM";8.05882352941176;34;1.5;2;0;0;0;0;0;97.2222222222222;0;0;0;2.77777777777778;2.77777777777778;0;0;0;0;0;97.2222222222222;100;0
"598006408MM";4.77142857142857;35;19;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"598006412MM";8.13333333333333;15;26;1;0;0;0;0;0;100;0;0;0;0;0;0;6.25;0;0;0;93.75;100;0
"599006421MM";6.72727272727273;11;45.3333333333333;3;0;0;35.7142857142857;0;0;64.2857142857143;0;0;0;0;35.7142857142857;0;0;0;0;57.1428571428571;7.14285714285714;0;100
"599037051MM";12;35;2;1;0;0;0;0;0;100;0;0;0;0;0;0;88.8888888888889;0;0;5.55555555555556;5.55555555555556;0;100
"599037292SS";17.1428571428571;14;13;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;75;25;0;100
"599057333MM";16;2;14;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"600029676MM";7.45454545454545;33;25;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"600049194SS";8.8;5;10;7;0;0;0;0;0;25;0;0;75;0;75;0;0;0;0;0;25;0;100
"600181232MM";7;32;18.25;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;100;0
"600181905MM";10.7083333333333;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"600191744MM";7.33333333333333;6;41.375;8;0;0;0;0;0;100;0;0;0;0;0;7.14285714285714;0;0;0;71.4285714285714;21.4285714285714;0;100
"601150707MM";4.83333333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;16.6666666666667;83.3333333333333;0;100
"601150729MM";10.0833333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"601150742MM";9.4375;16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"601171794MM";12.8181818181818;22;29.5;2;0;0;0;0;0;79.1666666666667;0;0;20.8333333333333;0;20.8333333333333;0;0;0;0;0;79.1666666666667;100;0
"601171797MM";6.31818181818182;22;28;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"601191415MM";12.3333333333333;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"601191745MM";6.36842105263158;19;36.2;5;0;0;0;0;0;100;0;0;0;0;0;0;4.16666666666667;0;0;0;95.8333333333333;50;50
"602029571MM";6.80769230769231;26;28.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;39.2857142857143;60.7142857142857;0;100
"602150254MM";14.1428571428571;35;13;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"602150725MM";11.9714285714286;35;13;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"602150982MM";10.0555555555556;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"602170218SS";12.3846153846154;13;13;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;6.25;93.75;0;100
"602191742MM";6;2;51;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;25;75;100;0
"603150939MM";11.25;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;8.33333333333333;83.3333333333333;0;8.33333333333333;0;100;0
"603150959MM";6;11;34;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"603181521MM";10.9166666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"603181539MM";14.1304347826087;23;13;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"603181580MM";9.90909090909091;11;21;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"603191742MM";9.66666666666667;3;9.77777777777778;9;0;0;0;0;0;25;66.6666666666667;0;8.33333333333333;0;66.6666666666667;0;8.33333333333333;0;0;0;25;0;100
"604039786MM";9.5;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"604150703MM";8.58333333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"604171743MM";9;1;13.6363636363636;11;0;0;0;0;0;0;83.3333333333333;0;16.6666666666667;0;100;0;0;0;0;0;0;100;0
"604181590MM";12.4705882352941;17;1;1;0;0;0;0;0;100;0;0;0;0;0;5.55555555555556;66.6666666666667;0;0;27.7777777777778;0;0;100
"604191743MM";7.45454545454545;33;33.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"605150226MM";9.54545454545454;11;41;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"605160316SS";13.2857142857143;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"605181248MM";7.5;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"605181920MM";4.63636363636364;22;19;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"606008322MM";16;2;22;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"606150704MM";10.0833333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"606150933MM";10.8333333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"606181114MM";6.81818181818182;22;36;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"606181542MM";11.1666666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"606191004SS";15.8285714285714;35;5;1;0;0;0;0;0;100;0;0;0;0;0;0;80.5555555555556;0;0;19.4444444444444;0;0;100
"607029677MM";10.9090909090909;33;27.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;8.33333333333333;91.6666666666667;100;0
"607181552MM";7.33333333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"607181589MM";10.7916666666667;24;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"607191420MM";12.5151515151515;33;47.6666666666667;3;0;0;0;0;0;97.2222222222222;0;2.77777777777778;0;0;0;0;0;0;0;0;100;100;0
"608150707MM";4.1;10;17;2;0;0;0;0;0;100;0;0;0;0;0;0;75;0;0;25;0;0;100
"608150749MM";9.25;12;0;0;0;0;0;0;0;100;0;0;0;0;0;16.6666666666667;8.33333333333333;75;0;0;0;0;100
"608160095MM";4.83333333333333;12;31.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"609150724MM";11.7272727272727;11;32;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"609181241MM";3.5;4;0;0;0;0;75;0;0;0;0;0;25;0;100;0;0;0;0;0;0;0;100
"609181548MM";6.85714285714286;21;23.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"609191746MM";6.40909090909091;22;37;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"610029349SS";10.3913043478261;23;31;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"610150884MM";12;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"610181261MM";12.7142857142857;14;19.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;6.25;93.75;100;0
"6108450560S";10.12;25;19.1818181818182;11;0;0;0;0;11.1111111111111;88.8888888888889;0;0;0;0;11.1111111111111;2.77777777777778;5.55555555555556;0;0;0;80.5555555555556;0;100
"611150952MM";10.3611111111111;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"611191327MM";12.3333333333333;3;38;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"612029399SS";14;3;2;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"612150966MM";11.7714285714286;35;23;1;0;0;0;0;0;97.2222222222222;0;2.77777777777778;0;0;0;0;0;0;0;0;100;0;100
"613029340SS";6.95;20;61;8;0;0;0;0;0;89.2857142857143;0;0;0;10.7142857142857;10.7142857142857;0;0;0;0;14.2857142857143;75;0;100
"613181513MM";10.25;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"613191528MM";14.0833333333333;12;0;0;0;0;0;0;0;50;41.6666666666667;0;0;8.33333333333333;50;0;0;0;0;0;50;100;0
"614170273MM";14.25;8;10.25;4;0;0;0;0;0;58.3333333333333;0;0;41.6666666666667;0;41.6666666666667;0;0;0;0;0;58.3333333333333;100;0
"615170210MM";6.5;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"615171841SS";16.9444444444444;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"616029330SS";15.9705882352941;34;12;2;0;0;0;2.77777777777778;2.77777777777778;94.4444444444444;0;0;0;0;5.55555555555556;0;0;0;0;0;94.4444444444444;0;100
"616029846SS";6.57142857142857;21;12.3333333333333;3;0;0;0;0;0;95.8333333333333;0;0;4.16666666666667;0;4.16666666666667;0;50;0;0;45.8333333333333;0;0;100
"616029859MM";10.6666666666667;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"616170292MM";8.88888888888889;9;33;3;0;0;0;0;0;100;0;0;0;0;0;0;8.33333333333333;0;0;33.3333333333333;58.3333333333333;100;0
"616181910MM";5.625;8;67;4;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"617008351MM";3.69230769230769;13;32.7272727272727;11;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;8.33333333333333;91.6666666666667;100;0
"617029665SS";6.5;4;0;0;0;0;0;0;0;25;0;0;75;0;75;0;0;0;0;0;25;100;0
"617150994MM";14.5;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;91.6666666666667;0;0;8.33333333333333;0;0;100
"617170268MM";9.33333333333333;12;0;0;0;0;0;0;0;100;0;0;0;0;0;83.3333333333333;0;0;0;16.6666666666667;0;0;100
"618029697SS";12;2;34;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"618150982MM";0;0;17.2222222222222;9;0;0;0;0;0;0;88.8888888888889;0;0;11.1111111111111;100;0;0;0;0;0;0;0;100
"619029328MM";13.0555555555556;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"619029331SS";4.8;15;29.8461538461538;13;0;0;0;0;0;100;0;0;0;0;0;10.7142857142857;17.8571428571429;0;0;57.1428571428571;14.2857142857143;57.1428571428571;42.8571428571429
"620019851SS";8.53846153846154;13;9.66666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"620039479MM";11.3125;32;40;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"620140985MM";7.6;15;31;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"621029303SS";9;12;0;0;0;0;0;0;0;50;0;0;0;50;50;0;8.33333333333333;0;0;8.33333333333333;33.3333333333333;100;0
"621029674MM";13.3714285714286;35;13;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"621170237SS";15.25;28;0;0;0;0;0;0;0;96.4285714285714;0;0;0;3.57142857142857;3.57142857142857;0;0;0;0;0;96.4285714285714;0;100
"622029804MM";12;3;18;1;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"623029670SS";21;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"623150030MM";10.25;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"623150036MM";4;3;26;1;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"623171818MM";3.85714285714286;7;10;9;0;0;25;0;0;0;56.25;0;18.75;0;100;0;0;0;0;0;0;0;100
"624029312MM";7.4;10;58;4;0;0;0;0;0;92.8571428571429;0;0;0;7.14285714285714;7.14285714285714;0;0;0;0;0;92.8571428571429;100;0
"624029626SS";12.32;25;36.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"624029641MM";3;2;32;2;0;0;0;0;0;50;0;0;50;0;50;0;0;0;0;0;50;0;100
"624029654SS";10.3888888888889;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"624029691SS";5;5;64.4285714285714;7;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;100
"625029321MM";10;5;36;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"625029608SS";8.45833333333333;24;0;0;0;0;0;0;0;95.8333333333333;0;0;0;4.16666666666667;4.16666666666667;0;0;0;0;0;95.8333333333333;0;100
"625029695SS";15.2857142857143;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"625150559SS";15.6071428571429;28;0;0;0;0;0;0;0;100;0;0;0;0;0;0;3.57142857142857;0;0;0;96.4285714285714;0;100
"626029316SS";12.1470588235294;34;9.5;2;0;0;0;0;0;97.2222222222222;0;0;0;2.77777777777778;2.77777777777778;0;0;0;0;0;97.2222222222222;100;0
"626049256MM";9.66666666666667;3;43;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;25;75;0;100
"626140746MM";9.75;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"626150910SS";0;0;2;2;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"626181113MM";4.875;16;34.75;8;0;0;4.16666666666667;0;0;95.8333333333333;0;0;0;0;4.16666666666667;0;4.16666666666667;0;0;8.33333333333333;83.3333333333333;100;0
"627019850SS";4.88888888888889;9;13.4285714285714;7;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"627150572SS";9.80952380952381;21;37.3333333333333;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;16.6666666666667;83.3333333333333;0;100
"627170248SS";14.5;14;15.5;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;6.25;93.75;0;100
"628029321MM";2;1;68.6666666666667;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;50;50;0;100
"628029621SS";5.33333333333333;33;25;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;100;0;0;100
"628039471MM";11.2222222222222;36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"628049075MM";5.5;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"629029310SS";15.4285714285714;14;12.5;2;0;0;0;0;0;100;0;0;0;0;0;6.25;0;0;0;6.25;87.5;0;100
"629029697SS";11.2352941176471;34;24;2;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2.77777777777778;97.2222222222222;0;100
"629039489MM";7;4;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;100
"629049080MM";7.36363636363636;33;27.3333333333333;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"629150550MM";14.5;2;14.1;10;0;0;0;0;0;8.33333333333333;83.3333333333333;0;8.33333333333333;0;91.6666666666667;0;0;0;0;0;8.33333333333333;100;0
"630009486SS";5.74193548387097;31;18.2;5;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
"630140742MM";6.39285714285714;28;45.375;8;0;0;0;0;8.33333333333333;91.6666666666667;0;0;0;0;8.33333333333333;0;2.77777777777778;0;0;19.4444444444444;69.4444444444444;66.6666666666667;33.3333333333333
"630150510SS";13.75;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;100
"631170299MM";8.66666666666667;12;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0
