NORDENTRANS;CODENCUEST;ANO;MES;RESULTA;FECRESULTA;ENVIO;TIPOREGIST;SGSPRIGRAB;SGSTOTDEPU;NUMACCDEPU;SWGESTORIA;CODTAME
9000016360S;S;2016;2;6;21/03/2016;21602;W;0;17;1;0;17
9000016360S;S;2016;3;6;20/04/2016;31602;W;0;14;1;0;17
9000016360S;S;2016;4;6;23/05/2016;41602;W;0;14;1;0;17
9000016360S;S;2016;5;6;23/06/2016;51602;W;0;4;1;0;17
9000016360S;S;2016;6;6;15/07/2016;61602;W;0;8;1;0;17
9000016360S;S;2016;9;6;13/10/2016;91602;W;0;28;1;0;17
9000016360S;S;2016;10;6;22/11/2016;101602;W;0;34;1;0;17
9000016360S;S;2016;11;6;22/12/2016;111602;W;0;11;1;0;17
9000016360S;S;2016;12;6;24/01/2017;121602;W;0;10;1;0;17
9000016360S;S;2016;7;10;04/08/2016;71602;;0;0;0;0;17
9000016360S;S;2016;8;10;04/08/2016;81602;;0;0;0;0;17
9700016930S;S;2016;1;6;16/02/2016;11602;W;0;162;6;0;18
9700016930S;S;2016;2;6;11/03/2016;21602;W;0;7;1;0;18
9700016930S;S;2016;3;6;07/04/2016;31602;W;0;21;1;0;18
9700016930S;S;2016;4;6;13/05/2016;41602;W;0;17;1;0;18
9700016930S;S;2016;5;6;08/06/2016;51602;W;0;15;1;0;18
9700016930S;S;2016;6;6;12/07/2016;61602;W;0;14;1;0;18
9700016930S;S;2016;7;6;03/08/2016;71602;W;0;4;1;0;18
9700016930S;S;2016;8;6;06/09/2016;81602;W;0;21;1;0;18
9700016930S;S;2016;9;6;10/10/2016;91602;W;0;44;2;0;18
9700016930S;S;2016;10;6;09/11/2016;101602;W;0;13;1;0;18
9700016930S;S;2016;11;6;12/12/2016;111602;W;0;7;1;0;18
9700016930S;S;2016;12;6;11/01/2017;121602;W;0;6;2;0;18
9700017850S;S;2016;1;6;15/02/2016;11602;W;0;9;1;0;18
9700017850S;S;2016;2;6;11/03/2016;21602;W;0;8;1;0;18
9700017850S;S;2016;3;6;11/04/2016;31602;W;0;3;1;0;18
9700017850S;S;2016;4;6;17/05/2016;41602;W;0;3;1;0;18
9700017850S;S;2016;5;6;11/06/2016;51602;W;0;2;1;0;18
9700017850S;S;2016;6;6;08/07/2016;61602;W;0;3;1;0;18
9700017850S;S;2016;7;6;12/08/2016;71602;W;0;5;1;0;18
9700017850S;S;2016;8;6;12/09/2016;81602;W;0;3;1;0;18
9700017850S;S;2016;9;6;18/10/2016;91602;W;0;6;1;0;18
9700017850S;S;2016;10;6;17/11/2016;101602;W;0;10;1;0;18
9700017850S;S;2016;11;6;12/12/2016;111602;W;0;6;1;0;18
9700017850S;S;2016;12;6;09/01/2017;121602;W;0;6;1;0;18
9300019050S;S;2016;1;6;09/02/2016;11602;W;0;6;1;0;16
9300019050S;S;2016;2;6;02/03/2016;21602;W;0;9;1;0;16
9300019050S;S;2016;3;6;04/04/2016;31602;W;0;6;1;0;16
9300019050S;S;2016;4;6;12/05/2016;41602;W;0;18;1;0;16
9300019050S;S;2016;5;6;11/06/2016;51602;W;0;3;1;0;16
9300019050S;S;2016;6;6;08/07/2016;61602;W;0;4;1;0;16
9300019050S;S;2016;7;6;11/08/2016;71602;W;0;3;1;0;16
9300019050S;S;2016;8;6;07/09/2016;81602;W;0;3;1;0;16
9300019050S;S;2016;9;6;10/10/2016;91602;W;0;44;1;0;16
9300019050S;S;2016;10;6;08/11/2016;101602;W;0;9;1;0;16
9300019050S;S;2016;11;6;12/12/2016;111602;W;0;7;1;0;16
9300019050S;S;2016;12;6;10/01/2017;121602;W;0;7;1;0;16
9700110180S;S;2016;1;6;03/02/2016;11602;W;0;6;1;0;18
9700110180S;S;2016;2;6;01/03/2016;21602;W;0;8;1;0;18
9700110180S;S;2016;3;6;04/04/2016;31602;W;0;7;1;0;18
9700110180S;S;2016;4;6;12/05/2016;41602;W;0;2;1;0;18
9700110180S;S;2016;5;6;03/06/2016;51602;W;0;3;1;0;18
9700110180S;S;2016;6;6;08/07/2016;61602;W;0;4;1;0;18
9700110180S;S;2016;7;6;11/08/2016;71602;W;0;6;1;0;18
9700110180S;S;2016;8;6;07/09/2016;81602;W;0;4;1;0;18
9700110180S;S;2016;9;6;10/10/2016;91602;W;0;53;2;0;18
9700110180S;S;2016;10;6;03/11/2016;101602;W;0;6;1;0;18
9700110180S;S;2016;11;6;09/12/2016;111602;W;0;5;1;0;18
9700110180S;S;2016;12;6;03/01/2017;121602;W;0;6;2;0;18
9700111890S;S;2016;1;6;25/02/2016;11602;W;0;5;1;0;17
9700111890S;S;2016;2;6;28/03/2016;21602;O;19;26;1;0;17
9700111890S;S;2016;3;6;20/04/2016;31602;W;0;3;1;0;17
9700111890S;S;2016;4;6;23/05/2016;41602;W;0;3;1;0;17
9700111890S;S;2016;5;6;21/06/2016;51602;W;0;2;2;0;17
9700111890S;S;2016;6;6;21/07/2016;61602;W;0;3;1;0;17
9700111890S;S;2016;7;6;04/10/2016;91602;T;29;5;1;0;17
9700111890S;S;2016;8;6;21/09/2016;81602;W;0;4;1;0;17
9700111890S;S;2016;9;6;21/10/2016;91602;W;0;7;1;0;17
9700111890S;S;2016;10;6;21/11/2016;101602;W;0;7;1;0;17
9700111890S;S;2016;11;6;22/12/2016;111602;W;0;8;1;0;17
9700111890S;S;2016;12;6;25/01/2017;121602;W;0;9;1;0;17
9700112770S;S;2016;1;6;22/02/2016;11602;W;0;3;1;0;18
9700112770S;S;2016;2;6;17/03/2016;21602;W;0;5;1;0;18
9700112770S;S;2016;3;6;21/04/2016;31602;W;0;3;1;0;18
9700112770S;S;2016;4;6;19/05/2016;41602;W;0;3;1;0;18
9700112770S;S;2016;5;6;21/06/2016;51602;W;0;3;1;0;18
9700112770S;S;2016;6;6;21/07/2016;61602;W;0;3;1;0;18
9700112770S;S;2016;7;6;26/08/2016;81602;W;0;3;1;0;18
9700112770S;S;2016;8;6;22/09/2016;81602;W;0;5;1;0;18
9700112770S;S;2016;9;6;21/10/2016;91602;W;0;9;1;0;18
9700112770S;S;2016;10;6;22/11/2016;101602;W;0;13;1;0;18
9700112770S;S;2016;11;6;22/12/2016;111602;W;0;7;1;0;18
9700112770S;S;2016;12;6;24/01/2017;121602;W;0;5;1;0;18
9900112080S;S;2016;1;6;09/02/2016;11602;W;0;5;1;0;17
9900112080S;S;2016;2;6;04/04/2016;31602;W;0;49;2;0;17
9900112080S;S;2016;3;6;15/04/2016;31602;W;0;32;2;0;17
9900112080S;S;2016;4;6;19/05/2016;41602;W;0;56;2;0;17
9900112080S;S;2016;5;6;21/06/2016;51602;W;0;47;2;0;17
9900112080S;S;2016;6;6;19/07/2016;61602;W;0;7;1;0;17
9900112080S;S;2016;7;6;11/08/2016;71602;W;0;3;1;0;17
9900112080S;S;2016;8;6;12/09/2016;81602;W;0;3;1;0;17
9900112080S;S;2016;9;6;10/10/2016;91602;W;0;4;1;0;17
9900112080S;S;2016;10;6;09/11/2016;101602;W;0;11;1;0;17
9900112080S;S;2016;11;6;13/12/2016;111602;W;0;6;1;0;17
9900112080S;S;2016;12;6;20/01/2017;121602;W;0;6;1;0;17
9200116290S;S;2016;1;6;15/02/2016;11602;W;0;12;2;0;17
9200116290S;S;2016;2;6;18/03/2016;21602;W;0;144;1;0;17
9200116290S;S;2016;3;6;12/04/2016;31602;W;0;10;1;0;17
9200116290S;S;2016;4;6;12/05/2016;41602;W;0;4;1;0;17
9200116290S;S;2016;5;6;20/06/2016;51602;W;0;2;1;0;17
9200116290S;S;2016;6;6;22/07/2016;61602;W;0;10;1;0;17
9200116290S;S;2016;7;6;19/08/2016;71602;W;0;6;1;0;17
9200116290S;S;2016;8;6;20/09/2016;81602;W;0;9;1;0;17
9200116290S;S;2016;9;6;18/10/2016;91602;W;0;5;1;0;17
9200116290S;S;2016;10;6;11/11/2016;101602;W;0;10;1;0;17
9200116290S;S;2016;11;6;28/12/2016;111602;W;0;5;1;0;17
9200116290S;S;2016;12;6;24/01/2017;121602;W;0;6;1;0;17
0900427130S;S;2016;1;6;16/02/2016;11602;W;0;24;1;0;17
0900427130S;S;2016;2;6;14/03/2016;21602;W;0;4;1;0;17
0900427130S;S;2016;3;6;15/04/2016;31602;W;0;15;1;0;17
0900427130S;S;2016;4;6;13/05/2016;41602;W;0;12;1;0;17
0900427130S;S;2016;5;6;13/06/2016;51602;W;0;8;1;0;17
0900427130S;S;2016;6;6;12/07/2016;61602;W;0;4;1;0;17
0900427130S;S;2016;7;6;11/08/2016;71602;W;0;11;1;0;17
0900427130S;S;2016;8;6;12/09/2016;81602;W;0;3;1;0;17
0900427130S;S;2016;9;6;18/10/2016;91602;W;0;4;1;0;17
0900427130S;S;2016;10;6;14/11/2016;101602;W;0;167;1;0;17
0900427130S;S;2016;11;6;13/12/2016;111602;W;0;6;1;0;17
0900427130S;S;2016;12;6;23/01/2017;121602;W;0;6;1;0;17
2100321520S;S;2016;1;6;03/02/2016;11602;W;0;16;1;0;16
2100321520S;S;2016;2;6;04/03/2016;21602;W;0;24;1;0;16
2100321520S;S;2016;3;6;04/04/2016;31602;W;0;7;1;0;16
2100321520S;S;2016;4;6;12/05/2016;41602;W;0;3;1;0;16
2100321520S;S;2016;5;6;11/06/2016;51602;W;0;3;1;0;16
2100321520S;S;2016;6;6;08/07/2016;61602;W;0;3;1;0;16
2100321520S;S;2016;7;6;11/08/2016;71602;W;0;3;1;0;16
2100321520S;S;2016;8;6;13/09/2016;81602;W;0;3;1;0;16
2100321520S;S;2016;9;6;10/10/2016;91602;W;0;62;1;0;16
2100321520S;S;2016;10;6;09/11/2016;101602;W;0;10;1;0;16
2100321520S;S;2016;11;6;12/12/2016;111602;W;0;9;1;0;16
2100321520S;S;2016;12;6;23/01/2017;121602;W;0;5;1;0;16
333002096MM;M;2016;11;6;20/12/2016;121602;C;46;20;1;1;0
333002096MM;M;2016;12;6;09/02/2017;11702;W;0;35;1;1;0
343002020MM;M;2016;11;6;03/01/2017;121602;W;0;19;1;1;11
343002020MM;M;2016;12;6;23/01/2017;11702;W;0;46;2;1;11
386002068MM;M;2016;11;6;21/12/2016;121602;W;0;23;1;1;0
386002068MM;M;2016;12;6;09/01/2017;121602;W;0;7;1;1;0
359002213MM;M;2016;6;3;12/07/2016;61602;;0;0;0;0;14
359002213MM;M;2016;7;3;11/08/2016;71602;;0;0;0;0;14
359002213MM;M;2016;8;3;24/08/2016;81602;;0;0;0;0;14
359002213MM;M;2016;9;3;28/09/2016;91602;;0;0;0;0;14
359002213MM;M;2016;10;3;27/10/2016;101602;;0;0;0;0;14
359002213MM;M;2016;11;3;29/11/2016;111602;;0;0;0;0;14
359002213MM;M;2016;12;3;29/11/2016;121602;;0;0;0;0;14
355002280MM;M;2016;1;6;10/02/2016;11602;T;61;11;1;0;12
355002280MM;M;2016;2;6;10/03/2016;21602;T;198;30;1;0;12
355002280MM;M;2016;3;6;08/04/2016;31602;T;33;35;1;0;12
355002280MM;M;2016;4;6;12/05/2016;41602;T;41;23;1;0;12
355002280MM;M;2016;5;6;08/06/2016;51602;T;51;8;1;0;12
355002280MM;M;2016;6;6;13/07/2016;61602;T;47;189;2;0;12
355002280MM;M;2016;7;6;12/08/2016;71602;T;42;29;1;0;12
355002280MM;M;2016;8;6;13/09/2016;81602;T;50;26;1;0;12
355002280MM;M;2016;9;6;10/10/2016;91602;T;34;30;1;0;12
355002280MM;M;2016;10;6;09/11/2016;101602;T;34;36;1;0;12
355002280MM;M;2016;11;6;12/12/2016;111602;T;20;40;1;0;12
355002280MM;M;2016;12;6;10/01/2017;121602;T;21;21;1;0;12
358002283MM;M;2016;1;6;08/02/2016;11602;T;165;221;1;0;0
358002283MM;M;2016;2;6;04/03/2016;21602;T;25;5;1;0;0
358002283MM;M;2016;3;6;05/04/2016;31602;T;24;41;1;0;0
358002283MM;M;2016;4;6;06/05/2016;41602;T;25;59;1;0;0
358002283MM;M;2016;5;6;08/06/2016;51602;T;42;112;1;0;0
358002283MM;M;2016;6;6;07/07/2016;61602;T;25;21;1;0;0
358002283MM;M;2016;7;6;08/08/2016;71602;T;21;4;1;0;0
358002283MM;M;2016;8;6;08/09/2016;81602;T;23;52;1;0;0
358002283MM;M;2016;9;6;06/10/2016;91602;T;33;20;1;0;0
358002283MM;M;2016;10;6;04/11/2016;101602;T;29;34;2;0;0
358002283MM;M;2016;11;6;13/12/2016;111602;T;26;11;1;0;0
358002283MM;M;2016;12;6;09/01/2017;121602;T;23;37;1;0;0
348002329SS;S;2016;1;6;19/02/2016;11602;W;0;4;1;0;12
348002329SS;S;2016;2;6;09/03/2016;21602;W;0;4;1;0;12
348002329SS;S;2016;3;6;07/04/2016;31602;W;0;3;1;0;12
348002329SS;S;2016;4;6;03/05/2016;41602;W;0;2;1;0;12
348002329SS;S;2016;5;6;02/06/2016;51602;T;9;23;1;0;12
348002329SS;S;2016;6;6;05/07/2016;61602;W;0;3;1;0;12
348002329SS;S;2016;7;6;08/08/2016;71602;W;0;3;1;0;12
348002329SS;S;2016;8;6;05/09/2016;81602;W;0;3;1;0;12
348002329SS;S;2016;9;6;10/10/2016;91602;W;0;37;2;0;12
348002329SS;S;2016;10;6;08/11/2016;101602;W;0;12;1;0;12
348002329SS;S;2016;11;6;09/12/2016;111602;W;0;5;1;0;12
348002329SS;S;2016;12;6;09/01/2017;121602;W;0;5;2;0;12
387002695SS;S;2016;1;6;16/02/2016;11602;W;0;68;5;0;11
387002695SS;S;2016;2;6;11/03/2016;21602;W;0;3;1;0;11
387002695SS;S;2016;3;6;11/04/2016;31602;W;0;5;2;0;11
387002695SS;S;2016;4;6;10/05/2016;41602;W;0;6;1;0;11
387002695SS;S;2016;5;6;14/06/2016;51602;W;0;5;1;0;11
387002695SS;S;2016;6;6;18/07/2016;61602;W;0;49;3;0;11
387002695SS;S;2016;7;6;16/08/2016;71602;W;0;3;1;0;11
387002695SS;S;2016;8;6;06/09/2016;81602;W;0;3;1;0;11
387002695SS;S;2016;9;6;13/10/2016;91602;W;0;4;1;0;11
387002695SS;S;2016;10;6;14/11/2016;101602;W;0;6;1;0;11
387002695SS;S;2016;11;10;09/12/2016;111602;;0;13;1;0;11
387002695SS;S;2016;12;10;18/01/2017;121602;;0;29;2;0;11
398002661MM;M;2016;1;6;04/02/2016;11602;T;32;21;1;0;0
398002661MM;M;2016;2;6;04/03/2016;21602;T;33;17;1;0;0
398002661MM;M;2016;3;6;05/04/2016;31602;T;30;23;1;0;0
398002661MM;M;2016;4;6;10/05/2016;41602;T;36;11;1;0;0
398002661MM;M;2016;5;6;06/06/2016;51602;T;33;18;1;0;0
398002661MM;M;2016;6;6;07/07/2016;61602;T;23;11;1;0;0
398002661MM;M;2016;12;6;05/01/2017;121602;T;35;27;1;0;0
398002661MM;M;2016;7;10;05/08/2016;71602;;0;0;0;0;0
398002661MM;M;2016;8;10;06/09/2016;81602;;0;0;0;0;0
398002661MM;M;2016;9;10;04/10/2016;91602;;0;0;0;0;0
398002661MM;M;2016;10;10;04/11/2016;101602;;0;0;0;0;0
398002661MM;M;2016;11;10;12/12/2016;111602;;0;0;0;0;0
309002718SS;S;2016;1;6;11/02/2016;11602;W;0;45;1;1;0
309002718SS;S;2016;2;6;16/03/2016;21602;W;0;17;1;1;0
309002718SS;S;2016;3;6;15/04/2016;31602;W;0;121;2;1;0
309002718SS;S;2016;4;6;24/05/2016;41602;W;0;31;1;1;0
309002718SS;S;2016;5;6;14/06/2016;51602;W;0;10;1;1;0
309002718SS;S;2016;6;6;19/07/2016;61602;W;0;10;1;1;0
309002718SS;S;2016;7;6;22/09/2016;81602;W;0;8;1;1;0
309002718SS;S;2016;8;6;26/09/2016;81602;W;0;2;1;1;0
309002718SS;S;2016;9;6;07/10/2016;91602;W;0;10;1;1;0
309002718SS;S;2016;10;6;23/11/2016;101602;W;0;13;1;1;0
309002718SS;S;2016;11;6;22/12/2016;111602;W;0;39;1;1;0
309002718SS;S;2016;12;6;26/01/2017;11702;W;0;15;1;1;0
303002730SS;S;2016;1;6;16/02/2016;11602;W;0;44;2;1;0
303002730SS;S;2016;2;6;02/03/2016;21602;W;0;38;1;1;0
303002730SS;S;2016;3;6;15/04/2016;31602;W;0;21;2;1;0
303002730SS;S;2016;4;6;19/05/2016;41602;W;0;30;2;1;0
303002730SS;S;2016;5;6;21/06/2016;51602;W;0;39;2;1;0
303002730SS;S;2016;6;6;08/07/2016;61602;W;0;4;1;1;0
303002730SS;S;2016;7;6;19/08/2016;71602;W;0;44;2;1;0
303002730SS;S;2016;8;6;07/09/2016;81602;W;0;9;1;1;0
303002730SS;S;2016;9;6;10/10/2016;91602;W;0;23;1;1;0
303002730SS;S;2016;10;6;16/11/2016;101602;W;0;528;2;1;0
303002730SS;S;2016;11;6;19/12/2016;111602;W;0;9;1;1;0
303002730SS;S;2016;12;6;10/01/2017;121602;W;0;6;2;1;0
302002734SS;S;2016;1;6;15/02/2016;11602;W;0;5;1;0;11
302002734SS;S;2016;2;6;02/03/2016;21602;W;0;5;1;0;11
302002734SS;S;2016;3;6;04/04/2016;31602;W;0;5;1;0;11
302002734SS;S;2016;4;6;03/05/2016;41602;W;0;6;1;0;11
302002734SS;S;2016;5;6;02/06/2016;51602;W;0;27;1;0;11
302002734SS;S;2016;6;6;18/07/2016;61602;W;0;4;1;0;11
302002734SS;S;2016;7;6;16/08/2016;71602;W;0;5;1;0;11
302002734SS;S;2016;8;6;21/09/2016;81602;W;0;21;1;0;11
302002734SS;S;2016;9;6;05/10/2016;91602;W;0;72;1;0;11
302002734SS;S;2016;10;6;07/11/2016;101602;W;0;597;8;0;11
302002734SS;S;2016;11;6;09/12/2016;111602;W;0;23;1;0;11
302002734SS;S;2016;12;6;17/01/2017;121602;W;0;43;2;0;11
343002784MM;M;2016;1;4;31/05/2016;51602;;0;0;0;0;0
343002784MM;M;2016;2;4;04/03/2016;21602;;0;0;0;0;0
343002784MM;M;2016;3;4;29/03/2016;31602;;0;0;0;0;0
343002784MM;M;2016;4;4;27/04/2016;41602;;0;0;0;0;0
343002784MM;M;2016;5;4;06/06/2016;51602;;0;0;0;0;0
343002784MM;M;2016;6;4;29/06/2016;61602;;0;0;0;0;0
343002784MM;M;2016;7;4;21/07/2016;71602;;0;0;0;0;0
343002784MM;M;2016;8;9;26/09/2016;91602;;0;43;3;0;0
343002784MM;M;2016;9;9;26/09/2016;91602;;0;0;0;0;0
343002784MM;M;2016;10;9;26/09/2016;101602;;0;0;0;0;0
343002784MM;M;2016;11;9;26/09/2016;121602;;0;0;0;0;0
343002784MM;M;2016;12;9;26/09/2016;121602;;0;0;0;0;0
387002747MM;M;2016;1;6;09/02/2016;11602;W;0;26;1;1;14
387002747MM;M;2016;2;6;10/03/2016;21602;W;0;5;1;1;14
387002747MM;M;2016;3;6;08/04/2016;31602;W;0;7;1;1;14
387002747MM;M;2016;4;6;12/05/2016;41602;W;0;5;1;1;14
387002747MM;M;2016;5;6;13/06/2016;51602;W;0;5;1;1;14
387002747MM;M;2016;6;6;08/07/2016;61602;W;0;7;1;1;14
387002747MM;M;2016;7;6;08/08/2016;71602;W;0;6;1;1;14
387002747MM;M;2016;8;6;07/09/2016;81602;W;0;9;1;1;14
387002747MM;M;2016;9;6;07/10/2016;91602;W;0;7;1;1;14
387002747MM;M;2016;10;6;08/11/2016;101602;W;0;14;1;1;14
387002747MM;M;2016;11;6;12/12/2016;111602;W;0;9;1;1;14
387002747MM;M;2016;12;6;12/01/2017;121602;W;0;8;1;1;14
381002751MM;M;2016;1;6;16/03/2016;21602;T;17;35;1;0;11
381002751MM;M;2016;2;6;10/03/2016;21602;W;0;35;1;0;11
381002751MM;M;2016;3;6;06/04/2016;31602;W;0;21;1;0;11
381002751MM;M;2016;4;6;16/05/2016;41602;W;0;19;1;0;11
381002751MM;M;2016;5;6;13/06/2016;51602;W;0;11;1;0;11
381002751MM;M;2016;6;6;25/07/2016;71602;W;0;6;1;0;11
381002751MM;M;2016;7;6;11/08/2016;71602;W;0;4;1;0;11
381002751MM;M;2016;8;6;12/09/2016;81602;W;0;28;5;0;11
381002751MM;M;2016;9;6;10/10/2016;91602;E;19;75;1;0;11
381002751MM;M;2016;12;9;03/01/2017;121602;;0;0;0;0;11
381002751MM;M;2016;10;10;10/10/2016;101602;;0;0;0;0;11
381002751MM;M;2016;11;10;01/12/2016;111602;;0;0;0;0;11
397002705SS;S;2016;11;6;28/12/2016;111602;F;25;11;1;0;11
397002705SS;S;2016;12;6;23/01/2017;121602;F;17;12;1;0;11
303012020SS;S;2016;1;6;25/02/2016;11602;W;0;43;4;1;11
303012020SS;S;2016;2;6;17/03/2016;21602;W;0;5;1;1;11
303012020SS;S;2016;3;6;22/04/2016;31602;W;0;6;1;1;11
303012020SS;S;2016;4;6;25/05/2016;41602;E;12;37;1;1;11
303012020SS;S;2016;5;6;27/06/2016;51602;W;0;4;1;1;11
303012020SS;S;2016;6;6;22/07/2016;61602;W;0;5;2;1;11
303012020SS;S;2016;7;6;26/08/2016;81602;W;0;5;1;1;11
303012020SS;S;2016;8;6;26/09/2016;81602;W;29;8;1;1;11
303012020SS;S;2016;9;6;25/10/2016;91602;E;14;34;1;1;11
303012020SS;S;2016;10;6;23/11/2016;101602;W;0;41;1;1;11
303012020SS;S;2016;11;6;23/12/2016;111602;W;0;5;1;1;11
303012020SS;S;2016;12;6;23/01/2017;121602;T;7;19;1;1;11
363012212SS;S;2016;1;6;25/02/2016;11602;W;0;11;1;0;14
363012212SS;S;2016;2;6;22/03/2016;21602;W;0;4;1;0;14
363012212SS;S;2016;3;6;03/05/2016;41602;W;0;6;1;0;14
363012212SS;S;2016;4;6;06/06/2016;51602;W;0;7;1;0;14
363012212SS;S;2016;5;6;06/06/2016;51602;W;0;6;1;0;14
363012212SS;S;2016;6;6;25/07/2016;71602;W;0;5;1;0;14
363012212SS;S;2016;7;6;17/08/2016;71602;W;0;3;1;0;14
363012212SS;S;2016;8;6;27/09/2016;91602;W;0;5;1;0;14
363012212SS;S;2016;9;6;24/10/2016;91602;W;0;5;1;0;14
363012212SS;S;2016;10;6;24/11/2016;101602;W;0;31;1;0;14
363012212SS;S;2016;11;6;20/12/2016;111602;W;0;14;1;0;14
363012212SS;S;2016;12;6;23/01/2017;121602;W;0;6;1;0;14
378012275MM;M;2016;8;6;09/09/2016;81602;W;0;74;3;1;11
378012275MM;M;2016;9;6;06/10/2016;91602;W;0;9;1;1;11
378012275MM;M;2016;10;6;09/11/2016;101602;W;0;23;1;1;11
378012275MM;M;2016;11;6;19/12/2016;111602;W;0;79;3;1;11
378012275MM;M;2016;12;6;17/01/2017;121602;W;0;357;4;1;11
388012212SS;S;2016;1;6;09/02/2016;11602;W;0;6;1;0;16
388012212SS;S;2016;2;6;11/03/2016;21602;W;0;10;1;0;16
388012212SS;S;2016;3;6;15/04/2016;31602;W;0;3;1;0;16
388012212SS;S;2016;4;6;12/05/2016;41602;W;0;3;1;0;16
388012212SS;S;2016;5;6;11/06/2016;51602;W;0;3;1;0;16
388012212SS;S;2016;6;6;19/07/2016;61602;W;0;9;1;0;16
388012212SS;S;2016;7;6;23/08/2016;71602;W;0;8;1;0;16
388012212SS;S;2016;8;6;07/09/2016;81602;W;0;3;1;0;16
388012212SS;S;2016;9;6;11/10/2016;91602;W;0;4;1;0;16
388012212SS;S;2016;10;6;09/11/2016;101602;W;0;11;1;0;16
388012212SS;S;2016;11;6;12/12/2016;111602;W;0;6;1;0;16
388012212SS;S;2016;12;6;12/01/2017;121602;W;0;7;1;0;16
382012220MM;M;2016;1;6;03/02/2016;11602;W;0;9;1;1;14
382012220MM;M;2016;2;6;03/03/2016;21602;W;0;12;1;1;14
382012220MM;M;2016;3;6;06/04/2016;31602;W;0;4;1;1;14
382012220MM;M;2016;4;6;12/05/2016;41602;W;0;5;1;1;14
382012220MM;M;2016;5;6;13/06/2016;51602;W;0;4;1;1;14
382012220MM;M;2016;6;6;07/07/2016;61602;W;0;10;1;1;14
382012220MM;M;2016;7;6;05/08/2016;71602;W;0;7;1;1;14
382012220MM;M;2016;8;6;07/09/2016;81602;W;0;11;1;1;14
382012220MM;M;2016;9;6;07/10/2016;91602;W;0;7;1;1;14
382012220MM;M;2016;10;6;04/11/2016;101602;W;0;14;1;1;14
382012220MM;M;2016;11;6;12/12/2016;111602;W;0;17;1;1;14
382012220MM;M;2016;12;6;09/01/2017;121602;W;0;7;1;1;14
383012269SS;S;2016;11;6;22/12/2016;111602;W;0;58;1;1;0
383012269SS;S;2016;12;6;01/02/2017;11702;W;0;26;1;1;0
393012217MM;M;2016;1;6;08/02/2016;11602;T;59;27;1;0;0
393012217MM;M;2016;2;6;04/03/2016;21602;T;18;33;1;0;0
393012217MM;M;2016;3;6;05/04/2016;31602;T;21;65;1;0;0
393012217MM;M;2016;4;6;06/05/2016;41602;T;18;56;1;0;0
393012217MM;M;2016;5;6;06/06/2016;51602;T;29;59;1;0;0
393012217MM;M;2016;6;6;06/07/2016;61602;T;21;32;1;0;0
393012217MM;M;2016;7;6;23/08/2016;81602;T;24;29;1;0;0
393012217MM;M;2016;8;6;12/09/2016;81602;T;16;30;1;0;0
393012217MM;M;2016;9;6;06/10/2016;91602;T;39;51;1;0;0
393012217MM;M;2016;10;6;04/11/2016;101602;T;19;29;1;0;0
393012217MM;M;2016;11;6;12/12/2016;111602;T;20;30;1;0;0
393012217MM;M;2016;12;6;10/01/2017;121602;T;106;34;1;0;0
348012381MM;M;2016;1;6;17/02/2016;11602;T;18;25;1;0;0
348012381MM;M;2016;2;6;15/03/2016;21602;T;22;25;1;0;0
348012381MM;M;2016;3;6;11/04/2016;31602;T;23;10;1;0;0
348012381MM;M;2016;4;6;11/05/2016;41602;T;17;10;1;0;0
348012381MM;M;2016;5;6;09/06/2016;51602;T;23;9;1;0;0
348012381MM;M;2016;6;6;11/07/2016;61602;T;22;8;1;0;0
348012381MM;M;2016;7;6;23/08/2016;81602;T;26;10;1;0;0
348012381MM;M;2016;8;6;09/09/2016;81602;T;18;9;1;0;0
348012381MM;M;2016;9;6;13/10/2016;91602;T;18;6;1;0;0
348012381MM;M;2016;10;6;17/11/2016;101602;T;20;8;1;0;0
348012381MM;M;2016;11;6;15/12/2016;111602;T;30;22;1;0;0
348012381MM;M;2016;12;6;12/01/2017;121602;T;20;7;1;0;0
348012385MM;M;2016;1;6;11/02/2016;11602;T;123;60;1;1;0
348012385MM;M;2016;2;6;10/03/2016;21602;T;37;45;1;1;0
348012385MM;M;2016;3;6;11/04/2016;31602;T;44;13;1;1;0
